logFC	AveExpr	t	P.Value	adj.P.Val	B	PROBEID	ENTREZID	SYMBOL	GENENAME	ENSEMBL	REFSEQ	ACCNUM	ALIAS	GENETYPE	GO	GOALL	ONTOLOGY	ONTOLOGYALL	PATH
-1.06727745897602	4.60061887451554	-6.91162663890717	1.11485999796528e-05	0.634647665769047	0.0599241781092807	HTA2-neg-47419654_st	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1.14752351272462	5.12459496562781	6.72490010349848	1.47717061785612e-05	0.634647665769047	-0.0312116608861048	HTA2-neg-47419801_st	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1.08885176039183	3.46650895610762	6.0626049274021	4.16296772347401e-05	0.634647665769047	-0.38975407861848	HTA2-neg-47423296_st	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-1.03341640308645	3.18148271689212	-6.03077152816462	4.38219446747614e-05	0.634647665769047	-0.408468322990172	HTA2-pos-2924331_st	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1.04381727137485	3.92985733297917	5.95032397647879	4.99219171005658e-05	0.634647665769047	-0.456400717169743	HTA2-pos-2985912_st	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1.10828078043302	4.47066175052701	5.87618348797079	5.63378904181832e-05	0.634647665769047	-0.501395801462752	HTA2-pos-2985916_st	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1.27008143408152	4.47255339805994	5.75047555160502	6.92778157767608e-05	0.634647665769047	-0.579517750325671	HTA2-pos-2999493_st	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1.1038664364297	2.90910625039682	5.69532924719257	7.59081036385367e-05	0.634647665769047	-0.614527177898368	HTA2-pos-3145790_st	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-1.02958798939644	4.53899237326181	-5.57221986888405	9.32325244891337e-05	0.634647665769047	-0.694336770866236	HTA2-pos-3371028_st	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-1.05698704556789	2.77193086644893	-5.48924345628293	0.000107216199568993	0.634647665769047	-0.749436677991252	HTA2-pos-3371052_st	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1.20696134396206	3.2901229540244	5.32946227486955	0.000140702886679496	0.634647665769047	-0.858561708627195	HTA2-pos-3374504_st	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1.14584142606424	5.40973056130565	5.11559681830319	0.000203560489045575	0.634647665769047	-1.01098667996347	HTA2-pos-3475282_st	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-1.0577607240504	3.7312578071054	-5.03963981872774	0.000232438982181816	0.634647665769047	-1.06690719083834	TC0100007890.hg.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1.58291544354712	3.62067352806073	4.99806778073622	0.00025002601715022	0.634647665769047	-1.09791374603803	TC0100009838.hg.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1.06326395795983	3.19477095259173	4.99012810235925	0.000253539914884465	0.634647665769047	-1.10386792458597	TC0100009844.hg.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1.62715180389275	4.70451776270874	4.96080002594066	0.000266972775530002	0.634647665769047	-1.1259520082268	TC0100010281.hg.1	477	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2	ENSG00000018625	NM_000702	AAA35575	FHM2	protein-coding	GO:0001504	GO:0000166	BP	BP	04260
1.26838267707335	3.12689811544338	4.93785572252995	0.000277998192388628	0.634647665769047	-1.14332820218341	TC0100010456.hg.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1.22867867623843	3.09095141586505	4.77678618155793	0.000370053151411582	0.634647665769047	-1.26777042599914	TC0100011700.hg.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1.37406238418923	5.73119999366375	4.67525367340041	0.00044393161018467	0.634647665769047	-1.34843925787898	TC0100012223.hg.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
